Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly,Khoang cach toi trung tam (Km),Gia (Tỷ VND)
Hồ Chí Minh,Bình Tân,Moonlight Boulevard,"Dự án Moonlight Boulevard, Đường Kinh Dương Vương, Phường An Lạc A, Bình Tân, Hồ Chí Minh.",10.741555,106.618706,79.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ Để lại toàn bộ nội thất cao cấp.,Hợp đồng mua bán,9.765474,3.300000
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802690,106.741814,67.000000,2.000000,,,,,,,Đầy đủ,,5.362870,5.000000
Hồ Chí Minh,Quận 9,Glory Heights - Vinhomes Grand Park,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",10.836082,106.847916,82.000000,,,,,,,,,,17.395325,4.000000
Hồ Chí Minh,Quận 7,Midtown Phú Mỹ Hưng,"Dự án Midtown Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.724321,106.728226,130.000000,3.000000,2.000000,,,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,6.431054,6.900000
Hồ Chí Minh,Quận 9,The Beverly Solari - Vinhomes Grand Park,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.839660,106.851036,47.000000,1.000000,,,,,,,,,17.863565,2.080000
Hồ Chí Minh,Quận 7,Sky Garden 3,"Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.733503,106.705818,71.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.713105,4.290000
Hồ Chí Minh,Quận 5,Hùng Vương Plaza,"Dự án Hùng Vương Plaza, Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",10.755990,106.662689,128.000000,3.000000,3.000000,,,,,,,Đã có sổ hồng.,4.728895,6.800000
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.750351,106.723175,66.000000,2.000000,2.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,3.720687,4.100000
Hồ Chí Minh,Bình Thạnh,Chung cư Thanh Niên,"Dự án Thanh Niên, Đường Điện Biên Phủ, Phường 17, Bình Thạnh, Hồ Chí Minh",10.798256,106.706696,75.000000,2.000000,2.000000,,,,,,Đầy đủ,,2.556726,3.650000
Hồ Chí Minh,Thủ Đức,Fiato Premier,"Dự án Fiato Premier, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",10.864476,106.741882,80.000000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,10.776076,3.900000
Hồ Chí Minh,Quận 2,Palm Heights,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",10.793774,106.761528,76.000000,2.000000,,,,,,,,,6.912440,4.500000
Hồ Chí Minh,Quận 1,Grand Marina Saigon,"Grand Marina Saigon, Số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",10.778476,106.706665,90.000000,2.000000,2.000000,,,,,,,,0.686487,23.000000
Hồ Chí Minh,Quận 7,Scenic Valley 1,"Dự án Scenic Valley 1, Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.731782,106.716728,70.000000,2.000000,2.000000,,,,,,,,5.169117,4.750000
Hồ Chí Minh,Quận 4,The Gold View,"The Gold View, 346, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",10.756248,106.691849,117.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ.,Hợp đồng mua bán,2.386484,6.000000
Hồ Chí Minh,Quận 2,The Metropole Thủ Thiêm,"Dự án The Metropole Thủ Thiêm , Quận 2, Hồ Chí Minh",10.773295,106.716095,50.000000,1.000000,1.000000,,,,,,Đầy đủ,Hợp đồng mua bán,1.676870,7.800000
Hồ Chí Minh,Quận 7,Scenic Valley 1,"Dự án Scenic Valley 1, Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.731782,106.716728,70.000000,2.000000,2.000000,,,,,,,,5.169117,4.750000
Hồ Chí Minh,Quận 4,The Gold View,"The Gold View, 346, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",10.756248,106.691849,117.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ.,Hợp đồng mua bán,2.386484,6.000000
Hồ Chí Minh,Quận 2,The Metropole Thủ Thiêm,"Dự án The Metropole Thủ Thiêm , Quận 2, Hồ Chí Minh",10.773295,106.716095,50.000000,1.000000,1.000000,,,,,,Đầy đủ,Hợp đồng mua bán,1.676870,7.800000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,50.000000,1.000000,1.000000,,,,,Đông - Bắc,,Hợp đồng mua bán,6.166630,5.980000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,77.100000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,6.166630,7.950000
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721448,106.712219,123.800000,3.000000,2.000000,,,,,,,,6.141077,12.000000
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802690,106.741814,75.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.362870,5.500000
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.800768,106.821793,63.400000,1.000000,1.000000,,,,,,Cơ bản,Hợp đồng mua bán,13.497122,2.400000
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423,106.840118,47.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,16.856416,1.850000
Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",10.794929,106.720741,115.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Bắc,,,3.021117,9.100000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,96.000000,3.000000,2.000000,,,,,,Nội thất cao cấp chủ đầu tư bàn giao.,,6.166630,11.350000
Hồ Chí Minh,Quận 8,Diamond Riverside,"Dự án Diamond Riverside, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",10.729842,106.623932,73.000000,2.000000,2.000000,,,,Tây,Nam,Cơ bản,Hợp đồng mua bán,9.844415,2.550000
Hồ Chí Minh,Quận 7,Tulip Tower,"Tulip Tower, 15, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.714391,106.737495,79.000000,2.000000,2.000000,,,,,,,Hợp đồng mua bán,7.883940,2.300000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Sunwah Pearl, 90, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,123.000000,3.000000,2.000000,,,,,,,,2.377983,18.200000
Hồ Chí Minh,Bình Tân,Akari City Nam Long,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",10.722117,106.611755,61.000000,2.000000,1.000000,,,,,,Cơ bản,Hợp đồng mua bán,11.426383,3.130000
Hồ Chí Minh,Quận 8,Diamond Riverside,"Dự án Diamond Riverside, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",10.729842,106.623932,72.000000,2.000000,2.000000,,,,Bắc,Nam,,Hợp đồng mua bán,9.844415,2.450000
Hồ Chí Minh,Quận 12,PiCity High Park,"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",10.865264,106.665466,66.000000,2.000000,2.000000,,,,,Tây,Cơ bản,Đang chờ sổ,10.626271,3.400000
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Eco Green Sài Gòn, 107, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.750351,106.723175,80.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,3.720680,5.200000
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.750351,106.723175,65.000000,2.000000,2.000000,,,,Đông - Nam,,Cơ bản,Đang chờ sổ,3.720687,4.000000
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Eco Green Sài Gòn, 107, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.750351,106.723175,65.000000,2.000000,2.000000,,,,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng,3.720687,4.330000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,110.380000,2.000000,2.000000,,,,,,Đầy đủ,,2.377983,15.000000
Hồ Chí Minh,Quận 12,Depot Metro Tham Lương,"Dự án Depot Metro Tham Lương, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.823465,106.624504,73.000000,2.000000,2.000000,,,,,,,,9.884207,1.850000
Hồ Chí Minh,Quận 5,Chung cư 155 Nguyễn Chí Thanh,"155 Nguyễn Chí Thanh, 139A, Đường Nguyễn Chí Thanh, Phường 9, Quận 5, Hồ Chí Minh",10.759019,106.664955,61.000000,2.000000,1.000000,,,,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/ Sổ hồng,4.357594,3.100000
Hồ Chí Minh,Quận 7,Sunrise City,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",10.738624,106.700600,56.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.117157,3.000000
Hồ Chí Minh,Quận 2,Cantavil An Phú - Cantavil Premier,"Dự án Cantavil An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.800490,106.747437,98.000000,3.000000,2.000000,,,,,,Full nội thất.,Sổ đỏ/ Sổ hồng,5.765879,5.000000
Hồ Chí Minh,Bình Thạnh,Green Field,"Green Field, 686, Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",10.812857,106.716080,65.000000,2.000000,2.000000,,,,,,,,4.414642,2.900000
Hồ Chí Minh,Quận 2,Thủ Thiêm Green House,"Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.756502,106.762497,27.000000,1.000000,1.000000,,,,Đông - Bắc,Đông - Nam,,,7.060106,0.711000
Hồ Chí Minh,Quận 9,Chung Cư Centum Wealth,"Centum Wealth, Số 2, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",10.841812,106.773010,55.000000,2.000000,1.000000,,,,Nam,Bắc,Đầy đủ,Hợp đồng mua bán,10.737467,2.200000
Hồ Chí Minh,Quận 9,Chung Cư Centum Wealth,"Centum Wealth, Số 2, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",10.841812,106.773010,55.000000,2.000000,1.000000,,,,Nam,Bắc,Đầy đủ,Hợp đồng mua bán,10.737467,2.200000
Hồ Chí Minh,Quận 2,D'Edge Thảo Điền,"Dự án D'Edge Thảo Điền, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.810339,106.731071,92.000000,2.000000,2.000000,,,,Tây - Nam,Tây - Bắc,Cơ bản,Hợp đồng mua bán,5.038742,9.000000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,107.000000,3.000000,2.000000,,,,,,Full nội thất đẹp.,,2.377983,12.000000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,50.000000,1.000000,1.000000,,,,,Đông - Bắc,,Hợp đồng mua bán,6.166630,5.980000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,77.100000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,6.166630,7.950000
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721448,106.712219,123.800000,3.000000,2.000000,,,,,,,,6.141077,12.000000
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802690,106.741814,75.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.362870,5.500000
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.800768,106.821793,63.400000,1.000000,1.000000,,,,,,Cơ bản,Hợp đồng mua bán,13.497122,2.400000
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423,106.840118,47.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,16.856416,1.850000
Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",10.794929,106.720741,115.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Bắc,,,3.021117,9.100000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,96.000000,3.000000,2.000000,,,,,,Nội thất cao cấp chủ đầu tư bàn giao.,,6.166630,11.350000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,128.000000,3.000000,2.000000,,,,,,Đầy đủ,Hợp đồng mua bán,2.377983,17.500000
Hồ Chí Minh,Quận 7,Tulip Tower,"Tulip Tower, 15, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.714391,106.737495,79.000000,2.000000,2.000000,,,,,,,Hợp đồng mua bán,7.883940,2.300000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Sunwah Pearl, 90, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,109.380000,3.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,2.377983,12.000000
Hồ Chí Minh,Bình Thạnh,Đất Phương Nam,"Đất Phương Nam, 241, Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",10.810602,106.703171,131.000000,3.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,3.852277,4.500000
Hồ Chí Minh,Thủ Đức,4S Riverside Garden Bình Triệu,"Dự án 4S Riverside Garden, Đường 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.822030,106.718483,73.500000,2.000000,2.000000,,,,,,"Nội thất đầy đủ: 2 máy lạnh, bếp từ đôi...",,5.455676,3.150000
Hồ Chí Minh,Thủ Đức,4S Riverside Garden Bình Triệu,"Dự án 4S Riverside Garden, Đường 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.822030,106.718483,87.500000,2.000000,2.000000,,,,,,Có nội thất.,Đã có sổ hồng,5.455676,3.800000
Hồ Chí Minh,Quận 9,The Beverly Solari - Vinhomes Grand Park,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.839660,106.851036,60.000000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,17.863565,3.500000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh.",10.804214,106.749519,69.000000,2.000000,2.000000,,,,,,Full nội thất cao cấp!,Hợp đồng mua bán,6.166630,7.200000
Hồ Chí Minh,Quận 9,Thủ Thiêm Garden,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh",10.806983,106.783875,64.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,,Đang chờ sổ,9.697863,2.240000
Hồ Chí Minh,Bình Chánh,Lovera Vista,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",10.692395,106.642769,65.000000,2.000000,2.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,11.213615,2.100000
Hồ Chí Minh,Quận 7,Midtown Phú Mỹ Hưng,"Dự án Midtown Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.724321,106.728226,91.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.431054,6.500000
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.789627,106.717667,126.000000,3.000000,2.000000,,,,,,Tặng nội thất cao cấp.,,2.377983,19.000000
Hồ Chí Minh,Quận 7,Lavida Plus,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh.",10.727764,106.701454,74.000000,2.000000,2.000000,,,,,,Nhà thô,Hợp đồng mua bán,5.318397,3.100000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.793452,106.718143,54.000000,1.000000,,,,,,Đông - Nam,Tặng nội thất.,,2.704893,6.000000
Hồ Chí Minh,Quận 2,Vista Verde,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.776495,106.755760,83.000000,2.000000,2.000000,,,,,,Căn hộ full nội thất cao cấp!,Sổ đỏ/ Sổ hồng,5.991590,4.950000
Hồ Chí Minh,Bình Thạnh,,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.793452,106.718143,54.000000,1.000000,,,,,,Đông - Nam,Tặng nội thất.,,2.704893,6.000000
Hồ Chí Minh,Quận 2,Vista Verde,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.776495,106.755760,83.000000,2.000000,2.000000,,,,,,Căn hộ full nội thất cao cấp!,Sổ đỏ/ Sổ hồng,5.991590,4.950000
Hồ Chí Minh,Quận 7,The Ascentia Phú Mỹ Hưng,"Dự án The Ascentia, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.724005,106.724663,76.000000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,6.291907,6.100000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,50.000000,1.000000,1.000000,,,,,Đông - Bắc,,Hợp đồng mua bán,6.166630,5.980000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,77.100000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,6.166630,7.950000
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721448,106.712219,123.800000,3.000000,2.000000,,,,,,,,6.141077,12.000000
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802690,106.741814,75.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.362870,5.500000
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.800768,106.821793,63.400000,1.000000,1.000000,,,,,,Cơ bản,Hợp đồng mua bán,13.497122,2.400000
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423,106.840118,47.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,16.856416,1.850000
Hồ Chí Minh,Bình Thạnh,Vinhomes Central Park,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",10.794929,106.720741,115.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Bắc,,,3.021117,9.100000
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.804214,106.749519,96.000000,3.000000,2.000000,,,,,,Nội thất cao cấp chủ đầu tư bàn giao.,,6.166630,11.350000
Hồ Chí Minh,Quận 7,Tulip Tower,"Tulip Tower, 15, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.714391,106.737495,79.000000,2.000000,2.000000,,,,,,,Hợp đồng mua bán,7.883940,2.300000
Hồ Chí Minh,Quận 2,Estella Heights,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",10.801277,106.748589,125.000000,3.000000,2.000000,,,,,,Đầy đủ,Hợp đồng mua bán,5.918066,13.500000
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.750351,106.723175,150.000000,3.000000,2.000000,,,,Nam,Bắc,,Hợp đồng mua bán,3.720687,12.000000
