Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Hồ Chí Minh,Quận 11,Khu căn hộ Thuận Việt,"Thuận Việt, 319, Phố Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",10.776688,106.65458,4050000000.0,99,3,2,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Sky 9,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.80457878112793,106.79141235351562,1720000000.0,50,2,1,,,,Bắc,Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802689552307129,106.74181365966797,7700000000.0,100,2,2,,,,Đông - Nam,Tây - Bắc,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh.",10.8026895523071,106.741813659668,7400000000.0,103,3,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,The Origami - Vinhomes Grand Park,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841276168823242,106.8386001586914,2300000000.0,47,1,1,,,,Đông - Nam,Đông - Nam,Không nội thất,Đang chờ sổ
Hồ Chí Minh,Quận 4,The Gold View,"Dự án The Gold View, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",10.756248474121094,106.69184875488281,3700000000.0,81,2,,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Masteri Thảo Điền, 159, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,4800000000.0,70,2,2,,,,Đông - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,The Beverly Solari - Vinhomes Grand Park,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.839659690856934,106.85103607177734,1550000000.0,35,1,1,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5750000000.0,70,2,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,Celadon City,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803905487060547,106.61668395996094,5050000000.0,85,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3160000000.0,67,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",10.8000974655151,106.792572021484,3250000000.0,67,2,2,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,5980000000.0,50,1,1,,,,,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,7950000000.0,"77,1",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721447944641113,106.71221923828125,12000000000.0,"123,8",3,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5500000000.0,75,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.8007678985596,106.821792602539,2400000000.0,"63,4",1,1,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423034668,106.840118408203,1850000000.0,47,1,1,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Nhà Bè,Phú Hoàng Anh,"Dự án Phú Hoàng Anh, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",10.7167682647705,106.704315185547,4149460000.0,214,6,4,,,,,,Căn hộ có nội thất.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 12,Tecco Green Nest,"Dự án Tecco Green Nest, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.8297462463379,106.609970092773,1700000000.0,58,2,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.802689552307129,106.74181365966797,11500000000.0,161,3,3,,,,,,Đầy đủ nội thất.,
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.7896270751953,106.717666625977,13500000000.0,110,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Sky 9,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.80457878112793,106.79141235351562,1870000000.0,66,2,2,,,,Đông,Tây,Đầy đủ,Hợp đồng mua bán
Hồ Chí Minh,Quận 5,Hùng Vương Plaza,"Dự án Hùng Vương Plaza, Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",10.7559900283813,106.662689208984,6400000000.0,128,3,3,,,,,,,Sổ hồng riêng.
Hồ Chí Minh,Tân Phú,Carillon 7,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",10.76114273071289,106.63013458251953,3700000000.0,90,3,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Căn hộ D’Lusso,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",10.7897729873657,106.755218505859,3650000000.0,"68,5",2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Căn hộ D’Lusso,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",10.7897729873657,106.755218505859,4250000000.0,"68,5",2,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Chương Dương Home,"Chương Dương Home, 34, Đường Số 12, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",10.8369522094727,106.756462097168,1500000000.0,54,2,1,,,,Tây - Nam,Đông - Bắc,Cơ bản,
Hồ Chí Minh,Bình Chánh,Mizuki Park,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",10.724812507629395,106.66439056396484,4050000000.0,86,2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 9,Masteri Centre Point,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.8352479934692,106.830223083496,5450000000.0,97,3,2,,,,,,,
Hồ Chí Minh,Quận 9,Masteri Centre Point,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.8352479934692,106.830223083496,3800000000.0,72,2,2,,,,,,,
Hồ Chí Minh,Tân Bình,Sky Center,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",10.8060159683228,106.666458129883,1980000000.0,36,1,1,,,,Nam,Bắc,Đầy đủ,Đang chờ sổ
Hồ Chí Minh,Tân Phú,Melody Residences,"Melody Residences 16 Âu Cơ, 16, Đường Âu Cơ, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",10.798255920410156,106.63691711425781,2800000000.0,70,2,2,,,,,,,
Hồ Chí Minh,Quận 9,The Beverly - Vinhomes Grand Park,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.8385152816772,106.833450317383,5900000000.0,101,3,2,,,,,,,
Hồ Chí Minh,Quận 12,CTL Tower,"Dự án CTL Tower, Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.826509475708,106.620933532715,2850000000.0,81,3,2,,,,,,,
Hồ Chí Minh,Quận 9,The Beverly - Vinhomes Grand Park,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.8385152816772,106.833450317383,5900000000.0,101,3,2,,,,,,,
Hồ Chí Minh,Quận 12,CTL Tower,"Dự án CTL Tower, Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.826509475708,106.620933532715,2850000000.0,81,3,2,,,,,,,
Hồ Chí Minh,Quận 2,Victoria Village,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.776856422424316,106.75929260253906,3700000000.0,64,2,2,,,,Tây - Bắc,Đông - Nam,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Tân Phú,Celadon City,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803905487060547,106.61668395996094,5050000000.0,85,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3160000000.0,67,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",10.8000974655151,106.792572021484,3250000000.0,67,2,2,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,5980000000.0,50,1,1,,,,,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,7950000000.0,"77,1",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721447944641113,106.71221923828125,12000000000.0,"123,8",3,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5500000000.0,75,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.8007678985596,106.821792602539,2400000000.0,"63,4",1,1,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423034668,106.840118408203,1850000000.0,47,1,1,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 8,Dream Home Riverside,"Dự án Dream Home Riverside, Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh",10.6997509002686,106.625129699707,1470000000.0,56,2,2,,,,,,Cơ bản.,Hợp đồng mua bán
Hồ Chí Minh,Quận 9,The Beverly - Vinhomes Grand Park,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.8385152816772,106.833450317383,3920000000.0,80,2,2,,,,,,,
Hồ Chí Minh,Quận 2,Homyland Riverside,"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",10.789670944213867,106.7685317993164,3610000000.0,95,3,2,,,,,,,
Hồ Chí Minh,Bình Thạnh,Sunwah Pearl,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10.7896270751953,106.717666625977,12200000000.0,"106,61",2,2,,,,Nam,Đông - Nam,Cơ bản.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,Richmond City,"Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10.81614112854,106.706199645996,3750000000.0,68,2,2,,,,,,Cơ bản,
Hồ Chí Minh,Bình Thạnh,Richmond City,"Richmond City, 207C, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10.81614112854,106.706199645996,3800000000.0,66,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Scenic Valley 1,"Dự án Scenic Valley 1, Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.731781959533691,106.71672821044922,4850000000.0,70,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.7180337905884,106.742393493652,2650000000.0,68,2,2,,,,Bắc,Tây - Bắc,Nội thất đầy đủ.,
Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.7180337905884,106.742393493652,2500000000.0,68,2,2,,,,,,Đầy đủ,
Hồ Chí Minh,Quận 7,River Panorama,"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.714189529418945,106.73777770996094,2600000000.0,56,2,,,,,,,Nội thất bàn giao CĐT.,
Hồ Chí Minh,Quận 9,The Origami - Vinhomes Grand Park,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841276168823242,106.8386001586914,6300000000.0,108,3,2,,,,Tây - Nam,Đông - Bắc,Full nội thất cao cấp gia đình sử dụng.,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Cảnh Viên 1,"Dự án Cảnh Viên 1, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.7209329605103,106.729797363281,6500000000.0,120,3,2,,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Mỹ Khánh 4,"Dự án Mỹ Khánh 4, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.7268991470337,106.709037780762,4500000000.0,113,3,2,,,,,,Full nội thất nhà đẹp,
Hồ Chí Minh,Quận 7,Green View,"Dự án Green View, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.7220287322998,106.726631164551,6300000000.0,118,3,2,,,,,Đông - Nam,Full nội thất,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 6,Saigon Asiana,"Dự án Saigon Asiana, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",10.749305725097656,106.63538360595703,4200000000.0,79,3,2,,,,,,Cơ bản,Đang chờ sổ
Hồ Chí Minh,Quận 7,Mỹ Khánh 4,"Dự án Mỹ Khánh 4, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.7268991470337,106.709037780762,4500000000.0,113,3,2,,,,,,Full nội thất nhà đẹp,
Hồ Chí Minh,Quận 7,Green View,"Dự án Green View, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.7220287322998,106.726631164551,6300000000.0,118,3,2,,,,,Đông - Nam,Full nội thất,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 6,Saigon Asiana,"Dự án Saigon Asiana, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",10.749305725097656,106.63538360595703,4200000000.0,79,3,2,,,,,,Cơ bản,Đang chờ sổ
Hồ Chí Minh,Tân Phú,Celadon City,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803905487060547,106.61668395996094,5050000000.0,85,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3160000000.0,67,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",10.8000974655151,106.792572021484,3250000000.0,67,2,2,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,5980000000.0,50,1,1,,,,,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,7950000000.0,"77,1",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721447944641113,106.71221923828125,12000000000.0,"123,8",3,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5500000000.0,75,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.8007678985596,106.821792602539,2400000000.0,"63,4",1,1,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423034668,106.840118408203,1850000000.0,47,1,1,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 6,Saigon Asiana,"Dự án Saigon Asiana, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",10.749305725097656,106.63538360595703,3640000000.0,68,2,2,,,,,,Cơ bản,Đang chờ sổ
Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh.",10.7180337905884,106.742393493652,2500000000.0,68,2,2,,,,,,"Nội thất CĐT sẵn gồm bếp (tủ bếp trên, dưới, bếp từ, máy hút mùi), thiết bị vệ sinh, sàn gỗ).",
Hồ Chí Minh,Quận 7,Star Hill,"Dự án Star Hill, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.730915069580078,106.72628021240234,5500000000.0,94,3,2,,,,,,Full nội thất.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 7,Park View,"Dự án Park View, Đường Nguyễn Đức Cảnh, Phường Tân Phú, Quận 7, Hồ Chí Minh",10.7281379699707,106.711776733398,5500000000.0,106,3,2,,,,Đông,Đông - Nam,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Mỹ Cảnh,"Dự án Mỹ Cảnh, Đường Hà Huy Tập, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.7268705368042,106.71382141113281,3500000000.0,96,2,2,,,,Bắc,,,
Hồ Chí Minh,Quận 2,Căn hộ D’Lusso,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",10.7897729873657,106.755218505859,3850000000.0,68,2,2,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,The Opera Residence,"Dự án The Opera Residence, Quận 2, Hồ Chí Minh",10.77242660522461,106.71341705322266,25000000000.0,130,3,3,,,,,,,Đang chờ sổ
Hồ Chí Minh,Bình Thạnh,,"234, Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",10.8159197,106.6952001,2480000000.0,64,2,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Homyland Riverside,"Dự án Homyland Riverside, 403A Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",10.7896709442139,106.768531799316,4300000000.0,95,3,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 2,The Sun Avenue,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",10.7884483337402,106.751968383789,2450000000.0,51,1,1,,,,,,,Hợp đồng mua bán
Hồ Chí Minh,Quận 12,Prosper Plaza,"Dự án Prosper Plaza, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.828125,106.623168945313,1900000000.0,65,2,2,,,,,,,
Hồ Chí Minh,Quận 2,The Opera Residence,"Dự án The Opera Residence, Quận 2, Hồ Chí Minh",10.77242660522461,106.71341705322266,12800000000.0,77,2,2,,,,,,Cơ bản,Đang chờ sổ
Hồ Chí Minh,Tân Bình,La Cosmo Residences,"La Cosmo Residences, 99, Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",10.799003,106.65715,2900000000.0,"62,67",2,1,,,,Đông - Nam,Đông - Nam,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Sky Garden 3,"Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.733503341674805,106.70581817626953,4099999999.9999995,"70,12",3,2,,,,,,,
Hồ Chí Minh,Quận 9,Vinhomes Grand Park,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",10.841423034667969,106.84011840820312,6300000000.0,108,3,2,,,,Tây - Bắc,Đông - Nam,Full nội thất cao cấp gia đình sử dụng.,Hợp đồng mua bán
